system:index,B2,B3,B4,B8,class,.geo
1_0000000000000000005e_1_0,1068.0,1852.0,2185.0,2306.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.21441281844284,-37.696588172442155]}"
1_0000000000000000005e_2_0,1159.0,1946.0,2219.0,2307.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.21441281844284,-37.69667800397057]}"
1_0000000000000000005e_3_0,975.0,1604.0,1951.0,2246.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.214233155386,-37.69667800397057]}"
1_0000000000000000005e_4_0,1113.0,1843.0,2199.0,2281.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.21432298691442,-37.696588172442155]}"
1_0000000000000000005e_5_0,1109.0,1942.0,2296.0,2264.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.21432298691442,-37.69667800397057]}"
1_0000000000000000005e_6_0,1109.0,1942.0,2296.0,2264.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.21432298691442,-37.69667800397057]}"
1_0000000000000000005e_7_0,1113.0,1843.0,2199.0,2281.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.21432298691442,-37.696588172442155]}"
1_0000000000000000005e_8_0,975.0,1604.0,1951.0,2246.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.214233155386,-37.69667800397057]}"
1_0000000000000000005e_9_0,1113.0,1843.0,2199.0,2281.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.21432298691442,-37.696588172442155]}"
1_000000000000000000eb_0_0,767.0,1128.0,1443.0,2367.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.04409224057378,-37.765758449319364]}"
1_000000000000000000eb_1_0,767.0,1128.0,1443.0,2367.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.04409224057378,-37.765758449319364]}"
1_000000000000000000eb_2_0,767.0,1128.0,1443.0,2367.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.04409224057378,-37.765758449319364]}"
1_000000000000000000eb_3_0,767.0,1128.0,1443.0,2367.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.04409224057378,-37.765758449319364]}"
1_000000000000000000eb_4_0,767.0,1128.0,1443.0,2367.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.04409224057378,-37.765758449319364]}"
