WKT,CURRENCY,PLAN_ACCUR,FEATSOURCE,BASIN,SDL_ID,FEAT_TYPE,VOL_ML_EST,SURFAREAM2,VIC_DAM_ID,ORIG_OBJID,FARMDAM_YN,RUNOFF_DAM,y,x,PerimM2,AreaM2
"MULTIPOLYGON (((146.047653 -36.710579,146.047497 -36.710741499,146.0466405 -36.710599,146.0460835 -36.710242,146.0459125 -36.710042,146.045455499 -36.709999,146.04507 -36.709542499,146.045455999 -36.709339,146.045623999 -36.709217,146.0457765 -36.709156,146.045868 -36.709132999,146.046020501 -36.709099,146.046255 -36.7091,146.0464475 -36.709347,146.0464975 -36.709685,146.046940499 -36.7102275,146.047653 -36.710579)))",2005,+/- 5m,Satellite imagery,Broken,4040206,Rural Storage,38.63687002,16407.01010957,AllVicPoly027668,28243,Y,Y,-36.7107415,146.04507,631.011,16338.129243333033
"MULTIPOLYGON (((145.240381565 -37.739317611,145.240355644 -37.739337437,145.240350515 -37.739352519,145.240351059 -37.73939674,145.240340956 -37.7394875419999,145.24031485 -37.739519545,145.240281078 -37.739543019,145.240220314 -37.739558897,145.240135232 -37.739581604,145.240053658 -37.73959568,145.239955218 -37.739587893,145.2398875 -37.739559091,145.239833883 -37.739539342,145.239793108 -37.73951473,145.239777655 -37.739495552,145.239766071 -37.739447376,145.239768677 -37.739404464,145.239811337 -37.73934952,145.239883971 -37.739305127,145.239904673 -37.739304173,145.239926964 -37.739303243,145.239971309 -37.739311484,145.240010943 -37.739317129,145.240033384 -37.739309885,145.240043912 -37.739268356,145.240033917 -37.739220204,145.240037486 -37.739203835,145.240077599 -37.739189276,145.240368625 -37.739192358,145.240403518 -37.739196669,145.240428422 -37.739219779,145.240434095 -37.739248917,145.240428458 -37.739285468,145.240381565 -37.739317611),(145.239890167 -37.7395136539999,145.239932951 -37.739520609,145.239994035 -37.73949373,145.240000814 -37.739476147,145.239993282 -37.739458348,145.239979269 -37.739445507,145.239945034 -37.739413415,145.239937234 -37.739406982,145.239919741 -37.739406721,145.23988419 -37.739430191,145.239876842 -37.739471768,145.239890167 -37.7395136539999)))",Dec2009,+/- 5m,Aerial Imagery,Yarra,2290027,Rural Storage,1.99313909,1740.35284957,AllVicPoly364648,370893,Y,Y,-37.7395957,145.2397661,213.278,1735.7647980868644
"MULTIPOLYGON (((146.67600985 -38.064506964,146.676119416 -38.064536639,146.676181048 -38.064577726,146.676199309 -38.064609682,146.676201592 -38.064654193,146.676177623 -38.064718106,146.67613083 -38.064752347,146.676072623 -38.064778598,146.675996155 -38.064787727,146.675867186 -38.064769467,146.675737075 -38.064692998,146.67567887 -38.064634791,146.675657184 -38.064593705,146.675658325 -38.064544626,146.67566289 -38.064520659,146.675678869 -38.064500116,146.675705119 -38.064489844,146.675729087 -38.064482996,146.675782728 -38.064482996,146.675916262 -38.064494409,146.67600985 -38.064506964)))",Jan2010,+/- 5m,Aerial Imagery,Latrobe,2260024,Rural Storage,1.25332574,1225.05596451,AllVicPoly171993,174909,Y,Y,-38.0647877,146.6756572,131.086,1218.5712944087743
"MULTIPOLYGON (((141.932171701 -37.879424288,141.932137759 -37.879426656,141.932104608 -37.879415606,141.932091979 -37.879398241,141.932100662 -37.879366668,141.932140917 -37.879345356,141.932275102 -37.87927116,141.932294045 -37.879269581,141.932313778 -37.879275896,141.932332722 -37.879302733,141.932329565 -37.879323255,141.932309832 -37.879344567,141.932244318 -37.879386401,141.932171701 -37.879424288)))",Mar2010,+/- 5m,Aerial Imagery,Portland,2370105,Rural Storage,0.10700791,190.27011067,AllVicPoly264921,270234,Y,Y,-37.8794267,141.932092,57.865,190.38238424318325
"MULTIPOLYGON (((141.394576208 -37.506850546,141.394586911 -37.506850546,141.39461399 -37.5068565609999,141.39463796 -37.506865366,141.394716181 -37.506896655,141.394730178 -37.506905712,141.394735942 -37.506919709,141.394735942 -37.506927943,141.39469148 -37.507021807,141.394677482 -37.507035804,141.394665132 -37.507043215,141.394647841 -37.507047332,141.39463055 -37.507049802,141.394609142 -37.5070481549999,141.394510338 -37.507021807,141.394489754 -37.507014397,141.394475756 -37.507006986,141.394469993 -37.506999576,141.394468345 -37.506992166,141.394469168 -37.506980638,141.394499634 -37.506890068,141.394508691 -37.50687113,141.394521042 -37.506857956,141.394534216 -37.506851369,141.394550682 -37.506849722,141.394576208 -37.506850546)))",Mar2010,+/- 5m,Aerial Imagery,Glenelg,2380034,Rural Storage,0.27338617,386.96663054,AllVicPoly079909,81490,Y,Y,-37.5070498,141.3944683,72.549,387.26620300949617
"MULTIPOLYGON (((145.512482205 -38.478076529,145.512479197 -38.478055483,145.512462661 -38.47804045,145.512443118 -38.47803143,145.512381481 -38.478032934,145.51233939 -38.47802692,145.512319848 -38.47800888,145.512315337 -38.477986331,145.512322853 -38.477936722,145.512337886 -38.477885609,145.512342396 -38.47782247,145.512324356 -38.477751815,145.512309325 -38.477721749,145.512309324 -38.477705212,145.51232586 -38.47768116,145.512392005 -38.47764057,145.512425078 -38.477622531,145.512458152 -38.477610504,145.512509263 -38.477604491,145.512546846 -38.477610504,145.512612991 -38.477630047,145.512653581 -38.4776541,145.512683647 -38.477687172,145.512706196 -38.477729265,145.51271672 -38.477760836,145.51271221 -38.477804431,145.512701687 -38.477828483,145.512661097 -38.477888616,145.512593447 -38.47796378,145.512558872 -38.47800888,145.512539329 -38.478056986,145.512524297 -38.478073522,145.512506257 -38.478081039,145.512482205 -38.478076529)))",,+/- 5m,Aerial Imagery,South Gippsland,2270008,Rural Storage,1.39253609,1326.70768091,AllVicPoly274022,279449,Y,Y,-38.478081,145.5123093,144.437,1322.713061299854
"MULTIPOLYGON (((144.1051755 -36.990778499,144.105224 -36.990636499,144.105304999 -36.99051,144.105338 -36.9904675,144.105351001 -36.990459001,144.105423999 -36.9904675,144.105517999 -36.990485,144.105574 -36.9904675,144.1056245 -36.990459,144.105812501 -36.990504999,144.105823 -36.990517,144.105809 -36.990567,144.105764001 -36.99065,144.105670499 -36.9908135,144.105628001 -36.9908525,144.105574 -36.990871,144.105397 -36.9908285,144.1052765 -36.990844,144.105223 -36.990831499,144.1051755 -36.990778499)))",2005,+/- 5m,Satellite imagery,Loddon,4070004,Rural Storage,2.23697136,1899.20471486,AllVicPoly191562,195186,Y,Y,-36.990871,144.1051755,169.584,1897.146129423488
"MULTIPOLYGON (((141.568965501 -36.0298835,141.568975 -36.029730001,141.568996 -36.0297095,141.569031 -36.029704,141.569286999 -36.0297455,141.569329499 -36.029771,141.5693685 -36.029798999,141.569407499 -36.029887,141.569408 -36.0299385,141.5693765 -36.029952999,141.5690115 -36.0299235,141.568979999 -36.029912,141.568965501 -36.0298835)))",2005,+/- 5m,Satellite imagery,Mallee,415,Rural Storage,0.77202628,848.97458442,AllVicPoly205030,208902,Y,Y,-36.029953,141.5689655,115.158,849.601525176013
"MULTIPOLYGON (((144.884846 -37.1105555,144.884726499 -37.110568001,144.884577001 -37.1103885,144.8845615 -37.110293,144.884718999 -37.1102005,144.884930001 -37.1102135,144.8849335 -37.1104045,144.884846 -37.1105555)))",2005,+/- 5m,Satellite imagery,Goulburn,4051507,Rural Storage,0.97261697,1011.14202869,AllVicPoly112336,114334,Y,Y,-37.110568,144.8845615,121.189,1008.9860266942964
"MULTIPOLYGON (((146.831006 -36.5235595,146.830876 -36.523621499,146.830746001 -36.5235975,146.830692999 -36.523439999,146.8307995 -36.5233255,146.8309355 -36.523359,146.83103 -36.52345,146.831006 -36.5235595)))",2005,+/- 5m,Satellite imagery,Ovens,4030403,Rural Storage,0.59894611,700.58111107,AllVicPoly259617,264877,Y,Y,-36.5236215,146.830693,97.718,696.4468804881118
"MULTIPOLYGON (((145.561939304 -36.744413954,145.561924118 -36.7437853,145.561927156 -36.743761004,145.561946897 -36.743745819,145.562086599 -36.743739745,145.562110893 -36.743750374,145.562129115 -36.743770115,145.562150374 -36.744404844,145.562139745 -36.744430657,145.562113931 -36.74443825,145.56197423 -36.74444736,145.561954489 -36.744436731,145.561939304 -36.744413954)))",Jan2010,+/- 5m,Aerial Imagery,Goulburn,4052009,Settling Pond,1.54596013,1435.91641193,,98379,N,N,-36.7444474,145.5619241,186.062,1431.2040216455111
"MULTIPOLYGON (((141.847884 -36.602171,141.847844 -36.602180001,141.847806501 -36.6021735,141.8475745 -36.6020455,141.847561 -36.6020155,141.8475715 -36.601985,141.8476585 -36.6018915,141.847695999 -36.601882501,141.8477445 -36.6018955,141.8479685 -36.602023501,141.8479765 -36.602049,141.847968999 -36.602081501,141.847884 -36.602171)))",2005,+/- 5m,Satellite imagery,Wimmera-Avon,415,Rural Storage,0.64248013,738.78917872,AllVicPoly349426,355441,Y,Y,-36.60218,141.847561,104.06,739.2695786625143
"MULTIPOLYGON (((142.123093177 -37.409882587,142.123222276 -37.409774143,142.123242071 -37.409762954,142.123261867 -37.409762954,142.12327736 -37.409768118,142.123335885 -37.4098085689999,142.123350516 -37.409827504,142.123348795 -37.409844718,142.123298876 -37.409926481,142.123245514 -37.40997554,142.123224858 -37.409987589,142.123193013 -37.409983286,142.123156866 -37.409972958,142.123119856 -37.409943695,142.123105225 -37.409928203,142.123091454 -37.409908407,142.12308629 -37.409894637,142.123093177 -37.409882587)))",Mar2010,+/- 5m,Aerial Imagery,Glenelg,2380516,Rural Storage,0.24730826,358.69282796,AllVicPoly080237,81818,Y,Y,-37.4099876,142.1230863,71.396,358.8983958674896
"MULTIPOLYGON (((145.4798065 -36.247643001,145.479813 -36.247972001,145.479521 -36.247957999,145.479464499 -36.247618,145.4798065 -36.247643001)))",2005,+/- 5m,Satellite imagery,Broken,404,Rural Irrigation Storage,1.02847205,1054.78949178,AllVicPoly033704,34385,Y,N,-36.247972,145.4794645,131.735,1051.42827202582
"MULTIPOLYGON (((141.009118597 -36.878338816,141.009201187 -36.878458949,141.009208696 -36.878487105,141.009203065 -36.878513384,141.009182417 -36.878537785,141.009148631 -36.878549048,141.009101703 -36.878550925,141.009066039 -36.878535908,141.008987202 -36.878383866,141.008990956 -36.878361341,141.009005973 -36.878329431,141.009034129 -36.878314414,141.009067916 -36.87831066,141.009090441 -36.878318168,141.009118597 -36.878338816)))",feb2010,+/- 5m,Aerial Imagery,Millicent Coast,439,Rural Storage,0.2308386,340.46354757,AllVicPoly217050,221046,Y,Y,-36.8785509,141.0089872,71.912,340.74103667617163
"MULTIPOLYGON (((144.829811001 -36.57431,144.829737001 -36.5744235,144.8295725 -36.574391501,144.8295115 -36.574238,144.82955 -36.5741385,144.8296805 -36.574117001,144.829784999 -36.574195001,144.829811001 -36.57431)))",2005,+/- 5m,Satellite imagery,Goulburn,405,Rural Storage,0.55659095,662.75370421,AllVicPoly108794,110774,Y,N,-36.5744235,144.8295115,96.468,661.3709092558277
"MULTIPOLYGON (((146.372195499 -36.563155499,146.3721995 -36.563351,146.371839 -36.563335001,146.371852501 -36.5631205,146.372195499 -36.563155499)))",2005,+/- 5m,Satellite imagery,Ovens,4030716,Rural Storage,0.62216091,721.03684972,AllVicPoly259934,265194,Y,Y,-36.563351,146.371839,108.801,717.5176034874224
"MULTIPOLYGON (((145.399377 -35.9364975,145.399367 -35.936676,145.398739501 -35.9366625,145.398758499 -35.936484,145.399377 -35.9364975)))",2005,+/- 5m,Satellite imagery,Broken,404,Rural Irrigation Storage,1.11177797,1118.83492617,AllVicPoly030427,31046,Y,N,-35.936676,145.3987395,152.18,1115.3911169382854
"MULTIPOLYGON (((145.965840743 -38.609380734,145.965848474 -38.609428413,145.96585363 -38.60947738,145.965843321 -38.60952506,145.965823991 -38.609554699,145.96579693 -38.609572739,145.965756983 -38.609576605,145.96564745 -38.609571451,145.965420651 -38.609541811,145.965336891 -38.609522483,145.965303386 -38.609501865,145.965275037 -38.609491556,145.965233801 -38.609478671,145.965137154 -38.60944903,145.965103649 -38.609443877,145.965064991 -38.609449031,145.965048238 -38.609450319,145.965034064 -38.609436145,145.965034065 -38.609425836,145.965107516 -38.609302127,145.965107516 -38.609280221,145.965104938 -38.609254449,145.965150039 -38.6091861519999,145.965179679 -38.609166822,145.965191276 -38.609164245,145.965227356 -38.609164245,145.965268593 -38.6091706879999,145.965303387 -38.609179709,145.965362663 -38.60918744,145.965482505 -38.609201615,145.965559822 -38.609211924,145.965634563 -38.609233831,145.965695128 -38.609259603,145.965705438 -38.60927249,145.965706726 -38.609293109,145.965706726 -38.609312437,145.965717035 -38.60933821,145.965766002 -38.609352384,145.965799507 -38.609360116,145.965822702 -38.609362693,145.965840743 -38.609380734)))",Jan2010,+/- 5m,Aerial Imagery,South Gippsland,2270217,Rural Licensed Storage,2.76810935,2231.49471181,AllVicPoly289941,295475,Y,Y,-38.6095766,145.9650341,194.239,2223.0281114973527
"MULTIPOLYGON (((146.608128 -36.233897999,146.608042 -36.2339175,146.608117 -36.233728999,146.608215499 -36.23361,146.608387501 -36.2335659989999,146.608570999 -36.233681,146.608485001 -36.23375,146.608275999 -36.233809,146.608128 -36.233897999)))",2005,+/- 5m,Satellite imagery,Ovens,4031003,Rural Storage,0.78350581,858.51142079,AllVicPoly254468,259665,Y,Y,-36.2339175,146.608042,130.32,853.8462340508813
"MULTIPOLYGON (((142.023341001 -36.0633905,142.0233485 -36.0632635,142.023368 -36.063236499,142.0233945 -36.0632179999999,142.0234365 -36.063207,142.023526 -36.063213501,142.0235765 -36.0632255,142.023629 -36.0632595,142.023656 -36.063288,142.023662999 -36.063328,142.023646 -36.0633825,142.0236195 -36.063415,142.023561999 -36.063441,142.023493 -36.0634485,142.0234375 -36.063449,142.023393 -36.063442501,142.023363999 -36.06343,142.023343499 -36.063410001,142.023341001 -36.0633905)))",2005,+/- 5m,Satellite imagery,Wimmera-Avon,415,Rural Storage,0.53578565,643.91768466,AllVicPoly345613,351600,Y,N,-36.063449,142.023341,91.923,644.2981449754865
"MULTIPOLYGON (((141.979695916 -37.172679309,141.97985202 -37.172734701,141.979881394 -37.172754004,141.979896501 -37.172780022,141.979897341 -37.172821146,141.979867127 -37.172910109,141.97984111 -37.172959626,141.979818449 -37.172973894,141.979779843 -37.172981447,141.979749629 -37.172981447,141.979574221 -37.172917662,141.979551561 -37.172900877,141.979549882 -37.172881574,141.979550722 -37.172855556,141.97961031 -37.172723791,141.97963297 -37.172694416,141.979658148 -37.172680149,141.979695916 -37.172679309)))",Mar2010,+/- 5m,Aerial Imagery,Glenelg,2380016,Rural Storage,0.66656788,759.65818369,AllVicPoly076003,77568,Y,Y,-37.1729814,141.9795499,101.623,760.1229824441035
"MULTIPOLYGON (((143.942713819 -37.512253497,143.942712845 -37.512253468,143.942698791 -37.512254231,143.942684272 -37.512254827,143.942676665 -37.512254991,143.942669361 -37.512254988,143.942662773 -37.512254753,143.942657318 -37.51225422,143.942652799 -37.512253323,143.942648846 -37.512251959,143.942645547 -37.512250065,143.942642635 -37.512247877,143.942639908 -37.512245595,143.94263761 -37.512243036,143.942636022 -37.512240007,143.942635078 -37.512236621,143.942634674 -37.512233044,143.942634764 -37.512229424,143.942635352 -37.512225893,143.942636495 -37.512222586,143.942638189 -37.512219565,143.942640056 -37.512216594,143.942645011 -37.512206985,143.942646993 -37.512204005,143.942649396 -37.512201342,143.942656959 -37.512193635,143.942662641 -37.512188991,143.942668162 -37.512184226,143.942671265 -37.512182097,143.942677733 -37.512178026,143.942681229 -37.512176182,143.942685304 -37.512174771,143.94268988 -37.512173744,143.942694816 -37.512173001,143.942700001 -37.512172474,143.942705342 -37.512172116,143.942710764 -37.512171903,143.942716195 -37.512171825,143.942721565 -37.512171895,143.9427268 -37.512172143,143.94273181 -37.512172621,143.942736485 -37.512173409,143.942740687 -37.512174611,143.94274434 -37.512176287,143.942751081 -37.512180123,143.942754263 -37.512182198,143.942757078 -37.512184577,143.942762309 -37.512189629,143.942764619 -37.512192367,143.942766339 -37.512195549,143.942767518 -37.512199102,143.942768262 -37.512202892,143.942768626 -37.512206805,143.942768631 -37.512210736,143.94276825 -37.512214579,143.942767416 -37.512218217,143.942766011 -37.512221518,143.942763967 -37.512224396,143.942759216 -37.512229744,143.942756645 -37.512232289,143.942753693 -37.51223455,143.942747136 -37.512238971,143.942742921 -37.512241292,143.942737853 -37.512243323,143.942732315 -37.512245081,143.942721759 -37.512248172,143.942717655 -37.512249658,143.942714861 -37.512251144,143.94271359 -37.512252522,143.942713819 -37.512253497)))",Mar2008,+/- 5m,LiDAR,Barwon,2330201,Rural Storage,0.03665743,84.57700433,AllVicPoly014305,14440,Y,Y,-37.512255,143.9426347,33.793,84.5038456905103
"MULTIPOLYGON (((144.33652594 -37.860331432,144.336699129 -37.860161229,144.336730981 -37.860142317,144.336754868 -37.860141322,144.336851416 -37.860230902,144.336870327 -37.860258772,144.336874309 -37.86028266,144.336862364 -37.860316502,144.336746905 -37.860439924,144.336696143 -37.860465802,144.33660059 -37.860473765,144.336537884 -37.860467793,144.336501056 -37.860443905,144.336491103 -37.860405087,144.336503047 -37.860362287,144.33652594 -37.860331432)))",,+/- 5m,Aerial Imagery,Moorabool,2320104,Rural Storage,0.6768044,768.47106614,AllVicPoly235362,239673,Y,Y,-37.8604738,144.3364911,106.847,767.467271213936
"MULTIPOLYGON (((145.740804972 -38.389570254,145.740738175 -38.389527371,145.740693643 -38.38949356,145.740687045 -38.389480365,145.740687046 -38.389472118,145.740696117 -38.389458099,145.740719209 -38.389432534,145.740806623 -38.389356664,145.7408627 -38.389327802,145.740898986 -38.389317905,145.740925375 -38.389322028,145.740950114 -38.389336872,145.740997121 -38.389377281,145.741015264 -38.38941769,145.741011142 -38.38944573,145.741006193 -38.389486961,145.741011141 -38.3895150009999,145.741011966 -38.389546337,145.741004543 -38.38956448,145.740977329 -38.389590046,145.740943518 -38.389608189,145.740923726 -38.389609013,145.740894038 -38.389604065,145.740854455 -38.389590871,145.740804972 -38.389570254)))",,+/- 5m,Aerial Imagery,South Gippsland,2270002,Rural Storage,0.53183518,640.32121473,AllVicPoly275491,280937,Y,Y,-38.389609,145.740687,93.915,638.131392034235
