system:index,B2,B3,B4,B8,class,.geo
00000000000000000007_15_0,940.0,1440.0,1814.0,2922.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.55281733453435,-38.18338522490652]}"
00000000000000000007_16_0,948.0,1214.0,1334.0,1880.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.5486850842274,-38.18410387713382]}"
00000000000000000007_17_0,1064.0,1206.0,1450.0,2382.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.54796643200012,-38.18545135006]}"
00000000000000000007_18_0,984.0,1100.0,1062.0,2678.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.54814609505692,-38.18284623573606]}"
00000000000000000007_19_0,3318.0,3948.0,3764.0,4236.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.54751727435806,-38.18329539337812]}"
00000000000000000008_0_0,1046.0,1252.0,1440.0,2502.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.55721907942655,-38.19730911181038]}"
00000000000000000008_1_0,488.0,796.0,744.0,2314.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.55856655235272,-38.19560231277055]}"
00000000000000000008_2_0,1048.0,1244.0,1526.0,2686.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.55883604693796,-38.196770122639904]}"
00000000000000000008_3_0,1060.0,1662.0,1672.0,3052.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.55578177497196,-38.197578606395616]}"
00000000000000000008_4_0,674.0,908.0,1334.0,2602.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.55928520458002,-38.19650062805467]}"
00000000000000000008_5_0,1198.0,1360.0,1334.0,2548.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.56054284597778,-38.19730911181038]}"
00000000000000000008_6_0,758.0,1098.0,1578.0,2842.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.55784790012544,-38.19650062805467]}"
00000000000000000008_7_0,1124.0,1188.0,1606.0,2764.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.55829705776748,-38.19578197582737]}"
00000000000000000008_8_0,733.0,1034.0,1158.0,2614.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.55650042719924,-38.19739894333879]}"
00000000000000000008_9_0,847.0,1144.0,1534.0,2712.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.5575784055402,-38.19641079652626]}"
00000000000000000008_10_0,1046.0,1252.0,1440.0,2502.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.55721907942655,-38.19730911181038]}"
00000000000000000008_11_0,749.0,970.0,1132.0,2154.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.55856655235272,-38.19694978569673]}"
